provincia,zona,titulo,PrecioAnterior,metros,habitaciones,ascensor,localizacion,planta,baños,tags,descripcion,Enlace,tipo_inmueble,barrio,baños_limpio,flag_rebaja,pct_rebaja,ascensor_limpio,localizacion_limpio,planta_limpio,habitaciones_limpio,flag_loft,flag_nuda_propiedad,flag_proindiviso,flag_subasta,flag_okupada,flag_alquilada,PrecioActual
madrid,chamartin,"Casa o chalet independiente en calle de Daniel Urrabieta, El Viso, Madrid",0,848,9.0,,,,0,"EXCLUSIVO,INMOBILIARIA,CHALET,PISCINA,HALL,JARDÍN","ÚNICA Inmobiliaria Chamartín ofrece este singular y exclusivo chalet individual con ascensor, en el corazón del barrio del Viso.Los 848 m² se distribuyen:Planta principal: Hall de entrada, aseo de cortesía, gran salón en varios ambientes con salida al jardín y piscina, comedor independiente, y cocina con office.Pr",https://www.idealista.com/inmueble/104911185/,Casa o chalet independiente,El Viso,,0,0.0,NO_APLICA,NO_APLICA,NO_APLICA,9.0,0,0,0,0,0,0,5800000
madrid,fuencarral,"Piso en calle de las Islas Cíes, Peñagrande, Madrid",0,157,5.0,S,EXTERIOR,5ª,2,"TERRAZA,ESPECTACULAR,CASA,IMPRESIONANTE,PORTERO,CALEFACCIÓN",Sin palabras. Así me quedé cuando descubrí esta espectacular casa. Salón impresionante. Cocina extraordinaria. Zona de servicio. 5 habitaciones. 3 terrazas. 2 baños completos y un aseo. Calefacción central y aire acondicionado por toda la casa. Portero físico. Si has leído bien.Chapó por los arquitectos que diseñaro,https://www.idealista.com/inmueble/107228888/,Piso,Peñagrande,2.0,0,0.0,S,EXTERIOR,5ª,5.0,0,0,0,0,0,0,725000
madrid,villaverde,"Piso en Los Rosales, Madrid",0,73,3.0,N,EXTERIOR,1ª,0,"VIVIENDA,PISO,TERRAZA,AMUEBLADA,METRO,ARMARIOS","REDPISO VILLAVERDE BAJO - SAN CRISTOBAL inscrito en el RAIN Nº 000517/20.Ponemos a tu disposición esta estupenda vivienda en una primera planta de 73 M2, distribuida en:Tres dormitorios.Salón.Terraza cubierta de 21 metros.Cocina amueblada.Armarios a medidaBaño de tres piezas con plato de ducha.La vivienda tambi",https://www.idealista.com/inmueble/105176688/,Piso,Los Rosales,,0,0.0,N,EXTERIOR,1ª,3.0,0,0,0,0,0,0,187500
madrid,fuencarral,"Chalet adosado en Tres Olivos - Valverde, Madrid",0,88,3.0,,,,0,,"¿Te gustaría solicitar una visita presencial o más información?Ir a iamoving. com pon la ref. 1176 y BUSCAR1. Así podrás descubrir la ubicación del inmueble y obtener mucha más información2. Si todo te cuadra, pincha en solicitar una visita presencial3. Pon el día y horario que te venga mejorSaludos.",https://www.idealista.com/inmueble/105362579/,Chalet adosado,Tres Olivos - Valverde,,0,0.0,NO_APLICA,NO_APLICA,NO_APLICA,3.0,0,0,0,0,0,0,345000
madrid,moncloa,"Casa o chalet independiente en El Plantío, Madrid",0,700,6.0,,,,0,"VISTAS,ESPECTACULAR,EXCLUSIVO,CHALET,PARCELA","Magnifico chalet independiente en una de las mejores calles de la Urb. LA FLORIDA, lindando con El Monte del Pardo. En un exclusivo y único entorno se encuentra este inmueble que destaca por su amplia parcela de 3.100 m2 y una construcción de 700 m2 con espectaculares vistas al Pardo donde se puede apreciar distinta fa",https://www.idealista.com/inmueble/87331010/,Casa o chalet independiente,El Plantío,,0,0.0,NO_APLICA,NO_APLICA,NO_APLICA,6.0,0,0,0,0,0,0,4200000
madrid,retiro,"Dúplex en plaza de los Reyes Magos, Niño Jesús, Madrid",0,235,5.0,S,EXTERIOR,7ª,1,"VIVIENDA,VISTAS,INMOBILIARIA,PARQUE,DÚPLEX,JARDÍN,GARAJE,EXTERIOR","YÑARRA INMOBILIARIA presenta magnifico dúplex muy señorial en buen estado, con unas magnificas vistas junto al parque del Retiro.Totalmente exterior menos cocina y un baño.Con ascensor de acceso directo a la vivienda.Posibilidad de comprar garaje en en edificio junto a la vivienda.Jardín común de varios bloque",https://www.idealista.com/inmueble/105923011/,Dúplex,Niño Jesús,1.0,0,0.0,S,EXTERIOR,7ª,5.0,0,0,0,0,0,0,1499000
madrid,barrio-de-salamanca,"Piso en calle de Narváez, Goya, Madrid",0,115,3.0,S,EXTERIOR,BAJO,0,"VIVIENDA,PISO,TERRAZA,CASA,JARDÍN,GOYA,PATIO","Precioso piso en zona tranquila del barrio de Salamanca cerca del corte Inglés de Goya.Ideal para personas con niños puesto que tiene un patio jardín con acceso directo a una terraza desde la propia casa y fácil acceso a la vivienda con carritos. Ideal también para personas mayores por su fácil acceso, así como para",https://www.idealista.com/inmueble/107017924/,Piso,Goya,,0,0.0,S,EXTERIOR,BAJO,3.0,0,0,0,0,0,0,1050000
madrid,ciudad-lineal,"Ático en calle Arturo Soria, 161, Colina, Madrid",0,312,2.0,S,EXTERIOR,,0,"VIVIENDA,TERRAZA,ÁTICO,PISCINA,JARDÍN,NUEVO","ARTURO SORIA 161 es un nuevo proyecto residencial de Terralpa en el mejor Madrid donde toda la comodidad está a tu alcance.Cuenta con 6 magníficas viviendas con terraza, 2 áticos de ensueño con amplísimas terrazas y piscina incluida y 2 bajos con un jardín que rodea la vivienda. La localización es inmejorable gracias",https://www.idealista.com/inmueble/105996116/,Ático,Colina,,0,0.0,S,EXTERIOR,DESCONOCIDO,2.0,0,0,0,0,0,0,2280000
madrid,centro,"Piso en calle de la Cava Baja, Palacio, Madrid",0,153,4.0,S,EXTERIOR,1ª,3,"VIVIENDA,EXCLUSIVO,CASA,BALCONES,METRO","La Casa Agency te ofrece este exclusivo inmueble en la Cava Baja cuenta con un total de 8 balcones, 4 habitaciones y 3 baños, distribuidos en 154 metros cuadrados, organizados en 3 viviendas separadas pero en una unica referencia catastral, cada una con puertas independientes, lo que permite múltiples posibilidades de",https://www.idealista.com/inmueble/106460902/,Piso,Palacio,3.0,0,0.0,S,EXTERIOR,1ª,4.0,0,0,0,0,0,0,950000
madrid,chamartin,"Casa o chalet independiente en calle de la Charca Verde, Ciudad Jardín, Madrid",0,247,3.0,,,,0,"VIVIENDA,EXCLUSIVA,LUJO,ESPECTACULAR,INTERIOR","ALONSO & VEGA LUXURY HOUSING ESPECIALISTAS EN VIVIENDAS DE LUJO, EN LAS ZONAS MÁS EXCLUSIVAS Y BONITAS DE MADRID.Por acuerdo de confidencialidad con la propiedad, no se publicarán imágenes del interior de la vivienda, consulta con nosotros y te la podremos enviar directamente.Presentamos esta espectacular viviend",https://www.idealista.com/inmueble/106718614/,Casa o chalet independiente,Ciudad Jardín,,0,0.0,NO_APLICA,NO_APLICA,NO_APLICA,3.0,0,0,0,0,0,0,2395000
madrid,carabanchel,"Piso en Puerta Bonita, Madrid",0,65,3.0,N,INTERIOR,BAJO,0,"VIVIENDA,REFORMADA,ESTUDIO","Te Imaginas vivir en una vivienda completamente reformada, donde cada rincón ha sido diseñado para ofrecerte comodidad y estilo.Esta vivienda cuenta con:Tres acogedoras habitaciones: Perfectas para descansar y relajarte.Cada una de ellas puede adaptarse a tus necesidades, ya sea como dormitorio, estudio o espacio d",https://www.idealista.com/inmueble/107036800/,Piso,Puerta Bonita,,0,0.0,N,INTERIOR,BAJO,3.0,0,0,0,0,0,0,189000
madrid,san-blas,"Piso en calle de Aquitania, Arcos, Madrid",0,129,2.0,S,EXTERIOR,1ª,2,"PISO,TERRAZA","INMUEBLE ALQULADO - Fin cto: 2026 - Renta 925€. NO SE PUEDE VISITARNo cobramos comisión al comprador.HOGALIA ofrece PRECIOSO piso se encuentra en Calle de Aquitania, SAN BLAS, Madrid, en la planta 1. Es un piso que tiene 82 m2 y dispone de 2 habitaciones y 2 baños.Tiene dos terrazas, una a la calle, otra a la urb",https://www.idealista.com/inmueble/106139433/,Piso,Arcos,2.0,0,0.0,S,EXTERIOR,1ª,2.0,0,0,0,0,0,0,370000
madrid,ciudad-lineal,"Casa o chalet independiente en calle Montejurra, s/n, Ventas, Madrid",0,75,3.0,,,,0,"VIVIENDA,INMOBILIARIA,CASA",Establés inmobiliaria abogados; vende casa baja en calle montejurra.Venta de casa baja con terreno y una pequeña segunda vivienda.Propiedad ideal para construcción de vivienda nueva.Construcción hasta tres plantas.Terreno con muchas posibilidades.Posibilidad de la compra de otra segunda casa baja en el mismo,https://www.idealista.com/inmueble/104381810/,Casa o chalet independiente,Ventas,,0,0.0,NO_APLICA,NO_APLICA,NO_APLICA,3.0,0,0,0,0,0,0,260000
madrid,moncloa,"Piso en calle de la Princesa, Argüelles, Madrid",525000,73,1.0,S,INTERIOR,4ª,1,"PISO,ELEGANTE","Este elegante piso de 73 m2 se encuentra en el distrito de Moncloa-Aravaca, en el barrio de Argüelles, en Madrid. Con una ubicación privilegiada, este inmueble ofrece todas las comodidades y servicios necesarios para disfrutar de una vida urbana de calidad.El piso cuenta con 1 dormitorio y 1 baño, una cocina american",https://www.idealista.com/inmueble/107097967/,Piso,Argüelles,1.0,1,2.86,S,INTERIOR,4ª,1.0,0,0,0,0,0,0,510000
madrid,moncloa,"Piso en Argüelles, Madrid",0,188,5.0,S,EXTERIOR,4ª,0,"LUMINOSO,OPORTUNIDAD,REFORMAR","¡Excelente oportunidad de inversión en el corazón de Madrid!Ubicación premium: Zona Plaza de España, en pleno centro de la ciudad.Características principales:Superficie: 188 m², ideal para reformar y personalizar a tu gusto.Distribución amplia:2 salones espaciosos y luminosos.5 habitaciones.3 baños.2 terraz",https://www.idealista.com/inmueble/107021928/,Piso,Argüelles,,0,0.0,S,EXTERIOR,4ª,5.0,0,0,0,0,0,0,1360000
madrid,ciudad-lineal,"Piso en José Silva, 17, San Juan Bautista, Madrid",0,70,2.0,S,EXTERIOR,3ª,0,"VIVIENDA,TERRAZA,INTERIOR","VIVIENDAS DE 2 Y 3 DORMITORIOS, CON TERRAZAS, EN C/ JOSÉ SILVA 17 | ARTURO SORIAArquitectura de vanguardia pensada para ser vivida y disfrutada.Viviendas que se apropian de las tendencias actuales de distribución de los espacios interiores, materiales e iluminación para un estilo de vida actual y desenfadado.La p",https://www.idealista.com/inmueble/106378213/,Piso,San Juan Bautista,,0,0.0,S,EXTERIOR,3ª,2.0,0,0,0,0,0,0,828000
madrid,chamberi,"Dúplex en calle de Raimundo Fernández Villaverde, Nuevos Ministerios-Ríos Rosas, Madrid",0,211,5.0,S,EXTERIOR,5ª,0,"PISO,VISTAS,LUJO,ESPECTACULAR,GARAJE,URBANIZACIÓN,PORTERO,INTERIOR","Piso a la venta en la prestigiosa Urbanización Géminis, dotada de jardines interiores con árboles y fuentes, portal de diseño espectacular, zonas comunes de lujo, varios ascensores, montacargas, portero, suministros centrales, trastero y plaza de garaje amplia y cómoda con acceso directo. Quinta altura, con vistas espl",https://www.idealista.com/inmueble/98853407/,Dúplex,Nuevos Ministerios-Ríos Rosas,,0,0.0,S,EXTERIOR,5ª,5.0,0,0,0,0,0,0,1600000
madrid,vicalvaro,"Piso en calle de Villajimena, Ambroz, Madrid",0,110,3.0,S,EXTERIOR,BAJO,0,"VIVIENDA,REFORMADA","GRUPO RSL VENDE FANTÁSTICA VIVIENDA RECIÉN REFORMADA EN PLENO CENTRO DE VICÁLVARO, CON LICENCIA TURÍSTICA CONCEDIDA PARA EXPLOTACIÓN DE ALQUILER TURÍSTICO.Antiguo local RECIÉN CONVERTIDO A VIVIENDA con acceso directo desde la calle y distribuido en 110 m2 divididos en dos plantas.55 m2 en la primera planta55 m2 en",https://www.idealista.com/inmueble/106669890/,Piso,Ambroz,,0,0.0,S,EXTERIOR,BAJO,3.0,0,0,0,0,0,0,238000
madrid,barajas,"Piso en calle Ezequiel Peñalver, Aeropuerto, Madrid",0,73,3.0,N,,,0,VIVIENDA,"Vivienda situada en la segunda planta de un edificio de tres alturas que no dispone de ascensor, en Madrid capital. Se distribuye en 3 habitaciones, salón de paso, cocina y baño. Necesita reforma. Está situada en una pequeña barriada cercana al aeropuerto. Bien comunicado por carretera.",https://www.idealista.com/inmueble/106563589/,Piso,Aeropuerto,,0,0.0,N,DESCONOCIDO,DESCONOCIDO,3.0,0,0,0,0,0,0,105000
madrid,villaverde,"Piso en paseo de Alberto Palacios, 88, Villaverde Alto, Madrid",0,65,2.0,N,EXTERIOR,BAJO,0,VIVIENDA,"Esta vivienda en planta baja en la zona de Mil Colores. Esta distribuida en 2 dormitorios, uno de ellos doble, salón comedor, cocina y cuarto de baño con placa de ducha.",https://www.idealista.com/inmueble/105044135/,Piso,Villaverde Alto,,0,0.0,N,EXTERIOR,BAJO,2.0,0,0,0,0,0,0,212000
madrid,usera,"Piso en calle Centeno, Zofío, Madrid",0,77,3.0,S,EXTERIOR,8ª,0,"VIVIENDA,PISO,VISTAS,ESPECTACULAR,AMUEBLADA","HIPODREAMS SERVICIOS FINANCIEROS VENDE Estupendo piso en la zona de Usera (Madrid).La vivienda cuenta con una altura idónea para disfrutar de una luminosidad espectacular y una vistas inmejorables.El piso tiene tres dormitorios, uno de ellos de paso a través del salón, cocina independiente totalmente amueblada, un ba",https://www.idealista.com/inmueble/106268764/,Piso,Zofío,,0,0.0,S,EXTERIOR,8ª,3.0,0,0,0,0,0,0,254900
madrid,latina,"Piso en calle de Maqueda, 80, Aluche, Madrid",0,62,3.0,N,EXTERIOR,BAJO,0,"VIVIENDA,INTERIOR",Vivienda ocupada. Imposibilidad de visita interior.,https://www.idealista.com/inmueble/107110223/,Piso,Aluche,,0,0.0,N,EXTERIOR,BAJO,3.0,0,0,0,0,1,0,149000
madrid,chamartin,"Piso en calle de Canillas, Prosperidad, Madrid",0,61,2.0,S,EXTERIOR,2ª,0,"VIVIENDA,PISO,INMOBILIARIA,CASA,HOGAR","Agencia inmobiliaria de MADRID | zona BARRIO PROSPERIDAD | Oficina Tecnocasa de MADRID de Clara del Rey 14, gestiona la venta de una vivienda ubicada en la calle Canillas.Este piso destaca por su gran potencial y está esperando a ser el hogar de tus sueños.Dispone de dos dormitorios uno de ello muy pequeño, un ampli",https://www.idealista.com/inmueble/107093325/,Piso,Prosperidad,,0,0.0,S,EXTERIOR,2ª,2.0,0,0,0,0,0,0,470000
madrid,barajas,"Piso en Alameda de Osuna, Madrid",0,88,3.0,S,EXTERIOR,ENTREPLANTA,0,"VIVIENDA,LUJO,PISCINA,URBANIZACIÓN,METRO","GILMAR Consulting Inmobiliario Madrid, Conde Orgaz-Campo de las Naciones, comercializa en la mejor zona de Alameda de Osuna y en urbanización cerrada con piscina, esta vivienda, con una orientación y ubicación extraordinarias, a escasos metros de uno de los principales colegios y clubs deportivos de la zona.La lujosa",https://www.idealista.com/inmueble/106256800/,Piso,Alameda de Osuna,,0,0.0,S,EXTERIOR,ENTREPLANTA,3.0,0,0,0,0,0,0,360000
madrid,barrio-de-salamanca,"Piso en calle de Alcántara, Lista, Madrid",0,160,3.0,S,EXTERIOR,1ª,0,"TERRAZA,METRO,EXTERIOR","HomeMadrid SC Comercializa la venta de esta magnífica propiedad de 150 metros cuadrados útiles, en 1º planta exterior con terraza, ubicada en calle Alcántara con Ortega y Gasset, próxima a prestigiosas calles como Conde de Peñalver, Juan Bravo, Ayala, donde encontrar todo tipo de servicios y zonas de ocio, convirtiéndo",https://www.idealista.com/inmueble/106769285/,Piso,Lista,,0,0.0,S,EXTERIOR,1ª,3.0,0,0,0,0,0,0,1645000
madrid,tetuan,"Piso en Cuatro Caminos, Madrid",0,136,2.0,S,EXTERIOR,3ª,0,"VIVIENDA,PISO,EXCLUSIVA,ESPECTACULAR,ESTRENAR,ELEGANTE,HOGAR,MODERNO,FUNCIONAL","CALLE ORENSE, EXCLUSIVA VIVIENDA A ESTRENAR REFORMA DE 2 DORMTIOS + DESPACHO 3WCDescubre este espectacular piso de diseño moderno y funcional, ubicado en una de las zonas más solicitadas de Madrid: Calle Orense. Una propuesta única para quienes buscan un hogar elegante, cómodo y lleno de luz natural, con acabados de",https://www.idealista.com/inmueble/106539770/,Piso,Cuatro Caminos,,0,0.0,S,EXTERIOR,3ª,2.0,0,0,0,0,0,0,945000
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",0,140,3.0,S,EXTERIOR,3ª,0,"EXCLUSIVO,PARQUE,EQUIPADA,METRO,ELECTRODOMÉSTICOS","Fortuny Real Estate ofrece exclusivo inmueble en el corazón del Barrio de Salamanca, junto al parque del Retiro y la puerta de Alcalá.Se trata de un inmueble de 140 metros con una magnifica distribución; salón comedor dividido en dos ambientes, cocina totalmente equipada con electrodomésticos de alta gama.Consta d",https://www.idealista.com/inmueble/81720192/,Piso,Recoletos,,0,0.0,S,EXTERIOR,3ª,3.0,0,0,0,0,0,0,1990000
madrid,carabanchel,"Piso en avenida de Carabanchel Alto, Buena Vista, Madrid",0,66,3.0,N,INTERIOR,BAJO,0,"VIVIENDA,FINCA,HOGAR,INTERIOR","** FINCAS PRIMER HOGAR** SIN COMISION DE AGENCIA **Eres Inversor? , es tu momento.Vivienda alquilada con contrato en vigor, la mejor inversión sin duda.Imposibilidad de visitar su interior.Desconocemos el estado de conservación.",https://www.idealista.com/inmueble/104209545/,Piso,Buena Vista,,0,0.0,N,INTERIOR,BAJO,3.0,0,0,0,0,0,1,189000
madrid,chamartin,"Estudio en calle de Rafael Herrera, 11, Castilla, Madrid",0,63,,S,EXTERIOR,3ª,0,"VIVIENDA,EXCLUSIVA,LUJO,APARTAMENTO","Busca House vende esta exclusiva propiedad en una de las zonas más cotizadas de Madrid, en la Calle Rafael Herrera 11.Se trata de un apartamento de lujo con una superficie construida de 63 m² (53 m² de vivienda y 10 m² de elementos comunes), situado en un edificio de alta gama que ofrece una gran variedad de servicio",https://www.idealista.com/inmueble/102136093/,Estudio,Castilla,,0,0.0,S,EXTERIOR,3ª,0.0,0,0,0,0,0,0,350000
madrid,chamberi,"Piso en Gaztambide, Madrid",0,170,7.0,S,INTERIOR,1ª,7,"PISO,REFORMADO,PATIO,INTERIOR","Sin comisión de Agencia para el comprador.Se vende fantástico piso de 170 m2 construidos en primera planta, interior pero a patio de manzana, con Siete dormitorios, siete baños y amplia cocina en el barrio de Argüelles.El piso esta recién reformado con las mejores calidades y es ideal para inversores ya que tiene",https://www.idealista.com/inmueble/106275385/,Piso,Gaztambide,7.0,0,0.0,S,INTERIOR,1ª,7.0,0,0,0,0,0,0,1100000
madrid,chamberi,"Piso en calle del Monte Esquinza, Almagro, Madrid",995000,75,2.0,S,INTERIOR,,0,"VIVIENDA,PISO,ESPECTACULAR,REFORMADA,ESTRENAR,MODERNO,FUNCIONAL","En venta espectacular piso de 75 m² a estrenar en el corazón del barrio de Almagro, Madrid, situado en un edificio clásico de 1926 con servicio de conserjería. Esta vivienda ha sido completamente reformada bajo la dirección de un reconocido arquitecto, ofreciendo un diseño moderno y funcional que respeta la elegancia d",https://www.idealista.com/inmueble/106546050/,Piso,Almagro,,1,4.52,S,INTERIOR,DESCONOCIDO,2.0,0,0,0,0,0,0,950000
madrid,carabanchel,"Piso en camino Viejo de Leganés, 92, Puerta Bonita, Madrid",0,92,3.0,S,EXTERIOR,3ª,2,"VIVIENDA,TERRAZA,AMPLIO,PARQUE,GARAJE,SOLO_PARTICULARES","Se vende magnífica vivienda de 3 dormitorios, 2 baños, amplio salón independiente, terraza tendedero acristalada, aire acondicionado en toda la vivienda, suelos de parquet, iluminación led de bajo consumo, ventanas climalit, trastero y ascensor. Plaza de garaje grande). NO AGENCIAS.",https://www.idealista.com/inmueble/107226260/,Piso,Puerta Bonita,2.0,0,0.0,S,EXTERIOR,3ª,3.0,0,0,0,0,0,0,375000
madrid,centro,"Piso en calle del Prado, Huertas-Cortes, Madrid",0,119,2.0,S,INTERIOR,2ª,0,"PISO,OPORTUNIDAD,METRO","¡Huspy presenta esta increíble oportunidad en la zona de Huertas-Cortes de Madrid!Piso ubicado entre la Plaza de las Cortes y la Plaza de Santa Ana, a 50 metros de ésta. El edificio dónde se encuentra el piso es de 1900, totalmente rehabilitado en el año 2004. El piso tiene una superficie de 119 metros cuadrados, con",https://www.idealista.com/inmueble/105497637/,Piso,Huertas-Cortes,,0,0.0,S,INTERIOR,2ª,2.0,0,0,0,0,0,0,810000
madrid,chamberi,"Piso en Almagro, Madrid",0,160,4.0,S,EXTERIOR,3ª,0,"VIVIENDA,PISO,AMPLIO,LUMINOSO,EXCLUSIVA,INMOBILIARIA,EQUIPADA,HALL,EXTERIOR","Inmobiliarias Encuentro vende en exclusiva este piso exterior en la zona de Almagro, ChamberíLa vivienda cuenta con 160m distribuidos en un amplio hall de bienvenida, un luminoso salón y un amplio comedor. Además de una gran cocina equipada.A continuación, pasamos al distribuidor que nos conecta con la zona de desc",https://www.idealista.com/inmueble/107304327/,Piso,Almagro,,0,0.0,S,EXTERIOR,3ª,4.0,0,0,0,0,0,0,1650000
madrid,centro,"Piso en calle de Hortaleza, Chueca-Justicia, Madrid",0,237,6.0,S,EXTERIOR,2ª,0,"VIVIENDA,INMOBILIARIA,OPORTUNIDAD",100% Inmobiliaria vende ésta oportunidad de negocio.Especial para inversores ya que se puede segregar hasta en seis viviendas independientes.Existen proyectos ya realizados en el mismo edificio como ejemplo.Podemos enviar video.,https://www.idealista.com/inmueble/106167588/,Piso,Chueca-Justicia,,0,0.0,S,EXTERIOR,2ª,6.0,0,0,0,0,0,0,1750000
